From	To
Q9NVH0	6K1B
Q9NVH0	6K1C
Q9NVH0	6K1D
Q9NVH0	6K1E
Q15788	1FM6
Q15788	1FM9
Q15788	1K4W
Q15788	1K74
Q15788	1K7L
Q15788	1KV6
Q15788	1N4H
Q15788	1NQ7
Q15788	1NRL
Q15788	1P8D
Q15788	1PZL
Q15788	1RDT
Q15788	1TFC
Q15788	1U3R
Q15788	1U3S
Q15788	1X76
Q15788	1X78
Q15788	1X7B
Q15788	1X7J
Q15788	1XIU
Q15788	1XV9
Q15788	1XVP
Q15788	1YY4
Q15788	1YYE
Q15788	1ZAF
Q15788	2A3I
Q15788	2C52
Q15788	2FVJ
Q15788	2GTK
Q15788	2HBH
Q15788	2HC4
Q15788	2HCD
Q15788	2HFP
Q15788	2NPA
Q15788	2NV7
Q15788	2P54
Q15788	2PRG
Q15788	3BEJ
Q15788	3BQD
Q15788	3CTB
Q15788	3CWD
Q15788	3DCT
Q15788	3DCU
Q15788	3DR1
Q15788	3ET1
Q15788	3ET3
Q15788	3FEI
Q15788	3FEJ
Q15788	3FUR
Q15788	3FXV
Q15788	3G8I
Q15788	3G9E
Q15788	3GYT
Q15788	3GYU
Q15788	3H0A
Q15788	3HC5
Q15788	3HC6
Q15788	3HVL
Q15788	3IPQ
Q15788	3IPS
Q15788	3IPU
Q15788	3KMR
Q15788	3LMP
Q15788	3OKH
Q15788	3OKI
Q15788	3OLF
Q15788	3OLL
Q15788	3OLS
Q15788	3OMK
Q15788	3OMM
Q15788	3OMO
Q15788	3OMP
Q15788	3OMQ
Q15788	3OOF
Q15788	3OOK
Q15788	3P88
Q15788	3P89
Q15788	3QT0
Q15788	3RUT
Q15788	3RUU
Q15788	3RVF
Q15788	3S9S
Q15788	3T03
Q15788	3UU7
Q15788	3UUA
Q15788	3UUD
Q15788	3V9Y
Q15788	3VN2
Q15788	4DK7
Q15788	4DK8
Q15788	4DM6
Q15788	4DM8
Q15788	4DQM
Q15788	4F9M
Q15788	4FGY
Q15788	4G1D
Q15788	4G1Y
Q15788	4G1Z
Q15788	4G20
Q15788	4G21
Q15788	4G2H
Q15788	4HEE
Q15788	4J5X
Q15788	4JYG
Q15788	4JYH
Q15788	4JYI
Q15788	4MG5
Q15788	4MG6
Q15788	4MG7
Q15788	4MG8
Q15788	4MG9
Q15788	4MGA
Q15788	4MGB
Q15788	4MGC
Q15788	4MGD
Q15788	4RUJ
Q15788	4RUP
Q15788	4TUZ
Q15788	4TV1
Q15788	4UDA
Q15788	4UDB
Q15788	4Y29
Q15788	5A86
Q15788	5AVI
Q15788	5AVL
Q15788	5AZT
Q15788	5DSH
Q15788	5DV3
Q15788	5DV6
Q15788	5DV8
Q15788	5DVC
Q15788	5DWL
Q15788	5E7V
Q15788	5GTN
Q15788	5GTO
Q15788	5GTP
Q15788	5HJS
Q15788	5JI0
Q15788	5JMM
Q15788	5L7E
Q15788	5L7G
Q15788	5L7H
Q15788	5MWP
Q15788	5MWY
Q15788	5MX7
Q15788	5NKY
Q15788	5NMA
Q15788	5NMB
Q15788	5NWM
Q15788	5OW7
Q15788	5OW9
Q15788	5OWD
Q15788	5Q0J
Q15788	5Q0K
Q15788	5Q0L
Q15788	5Q0M
Q15788	5Q0N
Q15788	5Q0O
Q15788	5Q0P
Q15788	5Q0Q
Q15788	5Q0R
Q15788	5Q0S
Q15788	5Q0T
Q15788	5Q0U
Q15788	5Q0V
Q15788	5Q0W
Q15788	5Q0X
Q15788	5Q0Y
Q15788	5Q0Z
Q15788	5Q10
Q15788	5Q11
Q15788	5Q12
Q15788	5Q13
Q15788	5Q14
Q15788	5Q15
Q15788	5Q16
Q15788	5Q18
Q15788	5Q19
Q15788	5Q1A
Q15788	5Q1B
Q15788	5Q1C
Q15788	5Q1D
Q15788	5Q1E
Q15788	5Q1F
Q15788	5Q1G
Q15788	5Q1H
Q15788	5Q1I
Q15788	5X0R
Q15788	5X8U
Q15788	5X8W
Q15788	5Y44
Q15788	5YCN
Q15788	5YCP
Q15788	5YP6
Q15788	6A5W
Q15788	6A5X
Q15788	6A5Y
Q15788	6A5Z
Q15788	6A60
Q15788	6BNS
Q15788	6E3G
Q15788	6FO7
Q15788	6FO8
Q15788	6FO9
Q15788	6FOB
Q15788	6FOD
Q15788	6GEV
Q15788	6GG8
Q15788	6HTY
Q15788	6ICJ
Q15788	6IJR
Q15788	6IJS
Q15788	6ILQ
Q15788	6ITM
Q15788	6JNR
Q15788	6JQ7
Q15788	6KTM
Q15788	6KTN
Q15788	6L6K
Q15788	6L96
Q15788	6NX1
Q15788	6P9F
Q15788	6SSQ
Q15788	6T2M
Q15788	6TFI
Q15788	6U25
Q15788	6W9H
Q15788	6W9I
Q15788	6XP9
Q15788	7AOS
Q15788	7B39
Q15788	7BNS
Q15788	7BNU
Q15788	7BO6
Q15788	7BPY
Q15788	7BPZ
Q15788	7BQ0
Q15788	7BQ1
Q15788	7BQ2
Q15788	7BQ3
Q15788	7BQ4
Q15788	7C6Q
Q15788	7CXF
Q15788	7CXH
Q15788	7CXI
Q15788	7CXJ
Q15788	7CXK
Q15788	7CXL
Q15788	7JYM
Q15788	7KXD
Q15788	7KXE
Q15788	7KXF
Q15788	7OXZ
Q15788	7OY4
Q15788	7QPI
Q15788	7TRB
Q15788	7WGO
Q15788	7WGP
Q15788	7WGQ
Q15788	7WQQ
Q15788	7XVY
Q15788	7XVZ
Q15788	7XWP
Q15788	7XWQ
Q15788	7XWR
Q15788	7Y8F
Q15788	7Y8G
Q15788	7YFK
Q15788	7ZFG
Q15788	7ZFX
Q15788	8CK5
Q15788	8CKC
Q15788	8F5Y
Q15788	8HUK
Q15788	8HUM
Q15788	8HUP
Q15788	8HUQ
Q15788	8P9W
Q15788	8SVN
Q15788	8SVO
Q15788	8SVP
Q15788	8SVQ
Q15788	8SVR
Q15788	8SVS
Q15788	8SVT
Q15788	8SVU
Q15788	8SVX
Q15788	9EYR
Q15788	9FBF
O43396	1GH2
O43396	1WWY
Q9Y262	3J8B
Q9Y262	3J8C
Q9Y262	6FEC
Q9Y262	6YBD
Q9Y262	6ZMW
Q9Y262	6ZON
Q9Y262	6ZP4
Q9Y262	6ZVJ
Q9Y262	7A09
Q9Y262	7QP6
Q9Y262	7QP7
Q9Y262	8OZ0
Q9Y262	8PJ1
Q9Y262	8PJ2
Q9Y262	8PJ3
Q9Y262	8PJ4
Q9Y262	8PJ5
Q9Y262	8PJ6
Q9Y262	8PPL
Q9Y262	8RG0
Q9Y262	8XXN
Q9Y262	9BLN
O75140	6CES
O75140	6CET
O75140	7T3A
O75140	7T3B
O75140	7T3C
O75140	8FW5
Q9P0X4	7WLI
Q9P0X4	7WLJ
Q9P0X4	7WLK
Q9P0X4	7WLL
Q13232	1ZS6
Q13232	8QVY
Q13232	8QVZ
Q13232	8QW0
Q13232	8QW1
Q13232	8QW2
Q13232	8QW3
P41240	1BYG
P41240	1CSK
P41240	3D7T
P41240	3D7U
P41240	3EAC
P41240	3EAZ
P29692	2MVM
P29692	2MVN
P29692	2N51
P29692	5JPO
P31751	1GZK
P31751	1GZN
P31751	1GZO
P31751	1MRV
P31751	1MRY
P31751	1O6K
P31751	1O6L
P31751	1P6S
P31751	2JDO
P31751	2JDR
P31751	2UW9
P31751	2X39
P31751	2XH5
P31751	3D0E
P31751	3E87
P31751	3E88
P31751	3E8D
P31751	8Q61
P31751	9C1W
P23471	3JXF
P23471	3S97
P23471	5AWX
P23471	5H08
P23471	8FN8
P23471	8FN9
O43236	6WB3
P13598	1ZXQ
Q92800	7KSO
Q92800	7KSR
Q92800	7KTP
Q92800	7TD5
Q9UHD1	2YRT
Q8IY34	8WX2
Q5T4W7	2ASK
Q5T4W7	2GH0
Q5T4W7	2GYR
Q5T4W7	2GYZ
Q5T4W7	6Q2S
P02647	1AV1
P02647	1GW3
P02647	1GW4
P02647	1ODP
P02647	1ODQ
P02647	1ODR
P02647	2MSC
P02647	2MSD
P02647	2MSE
P02647	2N5E
P02647	3K2S
P02647	3R2P
P02647	4V6M
P02647	6CC9
P02647	6CCH
P02647	6CCX
P02647	6CLZ
P02647	6CM1
P02647	6PTS
P02647	6PTW
P02647	6W4E
P02647	6W4F
P02647	7KJR
P02647	7RSC
P02647	7RSE
P02647	8EQS
Q9Y324	7MQ8
Q9Y324	7MQ9
Q9Y324	7MQA
P43088	8IQ4
P43088	8IQ6
P43088	8IUK
P43088	8IUL
P43088	8IUM
P43088	8XJK
P43088	8XJL
P43088	8XJM
Q8WVV5	8IH4
Q9NXA8	2B4Y
Q9NXA8	2NYR
Q9NXA8	3RIG
Q9NXA8	3RIY
Q9NXA8	4F4U
Q9NXA8	4F56
Q9NXA8	4G1C
Q9NXA8	4HDA
Q9NXA8	5BWL
Q9NXA8	5XHS
Q9NXA8	6ACE
Q9NXA8	6ACL
Q9NXA8	6ACO
Q9NXA8	6ACP
Q9NXA8	6EQS
Q9NXA8	6LJK
Q9NXA8	6LJM
Q9NXA8	6LJN
Q9NXA8	7X3P
Q9NXA8	8GBL
Q9NXA8	8GBN
A5YKK6	4C0D
A5YKK6	4CQO
A5YKK6	4CRU
A5YKK6	4CRV
A5YKK6	4CRW
A5YKK6	4CT4
A5YKK6	4CT6
A5YKK6	4CT7
A5YKK6	4GMJ
A5YKK6	4GML
A5YKK6	4J8S
A5YKK6	5ANR
A5YKK6	5FU6
A5YKK6	5FU7
A5YKK6	5ONA
A5YKK6	7VOI
A5YKK6	8BFI
A5YKK6	8FY3
Q08623	3L5K
Q5T5Y3	5M54
Q5T5Y3	5M5C
Q5T5Y3	6QUS
Q5T5Y3	6QVJ
O95644	1A66
O95644	1NFA
O95644	5SVE
P51659	1IKT
P51659	1S9C
P51659	1ZBQ
P51659	6Z1W
P51659	6Z1X
P51659	8AF2
P51659	8AF3
P26715	2RMX
P26715	2YU7
P26715	3BDW
P26715	3CDG
P26715	3CII
Q9BT56	7XJL
Q9NQU5	2C30
Q9NQU5	2ODB
Q9NQU5	4KS7
Q9NQU5	4KS8
Q9NQU5	6QDR
Q9NQU5	6QDS
Q5VZF2	2E5S
Q5VZF2	2RPP
O95453	2A1R
O95453	2A1S
O95453	3CTR
P48730	3UYS
P48730	3UYT
P48730	3UZP
P48730	4HGT
P48730	4HNF
P48730	4KB8
P48730	4KBA
P48730	4KBC
P48730	4KBK
P48730	4TN6
P48730	4TW9
P48730	4TWC
P48730	5IH4
P48730	5IH5
P48730	5IH6
P48730	5MQV
P48730	5OKT
P48730	5W4W
P48730	6F1W
P48730	6F26
P48730	6GZM
P48730	6HMP
P48730	6HMR
P48730	6PXN
P48730	6PXO
P48730	6PXP
P48730	6RCG
P48730	6RCH
P48730	6RU6
P48730	6RU7
P48730	6RU8
P48730	7NZY
P48730	7P7F
P48730	7P7G
P48730	7P7H
P48730	7QR9
P48730	7QRA
P48730	7QRB
P48730	8D7M
P48730	8D7N
P48730	8D7O
P48730	8D7P
P48730	8IZC
P48730	8VXD
P48730	8VXF
P48730	9B3S
Q9NTG7	3GLR
Q9NTG7	3GLS
Q9NTG7	3GLT
Q9NTG7	3GLU
Q9NTG7	4BN4
Q9NTG7	4BN5
Q9NTG7	4BV3
Q9NTG7	4BVB
Q9NTG7	4BVE
Q9NTG7	4BVF
Q9NTG7	4BVG
Q9NTG7	4BVH
Q9NTG7	4C78
Q9NTG7	4C7B
Q9NTG7	4FVT
Q9NTG7	4FZ3
Q9NTG7	4HD8
Q9NTG7	4JSR
Q9NTG7	4JT8
Q9NTG7	4JT9
Q9NTG7	4O8Z
Q9NTG7	5BWN
Q9NTG7	5BWO
Q9NTG7	5D7N
Q9NTG7	5H4D
Q9NTG7	5Y4H
Q9NTG7	5YTK
Q9NTG7	5Z93
Q9NTG7	5Z94
Q9NTG7	5ZGC
Q9NTG7	6ISO
Q9NTG7	8ANC
Q9NTG7	8BBK
Q9NTG7	8CCW
Q9NTG7	8CCZ
Q9NTG7	8HLW
Q9NTG7	8HLY
Q9NTG7	8HN9
Q9NTG7	8V15
Q9NTG7	8V2N
Q9NTG7	9CBT
P12104	1KZW
P12104	1KZX
P12104	2MJI
P12104	2MO5
P12104	3AKM
P12104	3IFB
P12104	6L7K
P60891	2H06
P60891	2H07
P60891	2H08
P60891	2HCR
P60891	3EFH
P60891	3S5J
P60891	4F8E
P60891	4LYG
P60891	4LZN
P60891	4LZO
P60891	4M0P
P60891	4M0U
P60891	8DBC
P60891	8DBD
P60891	8DBE
P60891	8DBF
P60891	8DBG
P60891	8DBH
P60891	8DBI
P60891	8DBJ
P60891	8DBK
P60891	8DBL
P60891	8DBM
P60891	8DBN
P60891	8DBO
Q9H3R5	7PB4
Q9H3R5	7PKN
Q9H3R5	7QOO
Q9H3R5	7R5S
Q9H3R5	7R5V
Q9H3R5	7XHN
Q9H3R5	7XHO
Q9H3R5	7YWX
Q9H3R5	7YYH
O95831	1M6I
O95831	4BUR
O95831	4BV6
O95831	4FDC
O95831	4LII
O95831	5FMH
O95831	5FS6
O95831	5FS7
O95831	5FS8
O95831	5FS9
O95831	5KVH
O95831	5KVI
O95831	8D3E
O95831	8D3G
O95831	8D3H
O95831	8D3I
O95831	8D3J
O95831	8D3K
O95831	8D3N
O95831	8D3O
P16112	4MD4
P16112	7RDV
O75144	6X4G
O75144	6X4T
Q96DU3	2IF7
O14746	2BCK
O14746	4B18
O14746	4MNQ
O14746	5MEN
O14746	5MEO
O14746	5MEP
O14746	5MEQ
O14746	5MER
O14746	5UGW
O14746	7BG9
O14746	7QXA
O14746	7QXB
O14746	7QXS
O14746	7TRD
O14746	7TRE
O14746	7TRF
O14746	7V99
Q8N884	4KM5
Q8N884	4LEV
Q8N884	4LEW
Q8N884	4MKP
Q8N884	4O67
Q8N884	4O68
Q8N884	4O69
Q8N884	5V8O
Q8N884	5VDO
Q8N884	5VDP
Q8N884	5VDQ
Q8N884	5VDR
Q8N884	5VDS
Q8N884	5VDT
Q8N884	5VDU
Q8N884	5VDV
Q8N884	5VDW
Q8N884	6CT9
Q8N884	6CTA
Q8N884	6EDB
Q8N884	6EDC
Q8N884	6LRC
Q8N884	6LRE
Q8N884	6LRI
Q8N884	6LRJ
Q8N884	6LRK
Q8N884	6LRL
Q8N884	6MJU
Q8N884	6MJW
Q8N884	6MJX
Q8N884	6NAO
Q8N884	6NFG
Q8N884	6NFO
Q8N884	6O47
Q8N884	6Y5D
Q8N884	6Y5E
Q8N884	7C0M
Q8N884	7CCQ
Q8N884	7CCR
Q8N884	7FTF
Q8N884	7FTG
Q8N884	7FTH
Q8N884	7FTI
Q8N884	7FTJ
Q8N884	7FTK
Q8N884	7FTL
Q8N884	7FTM
Q8N884	7FTN
Q8N884	7FTO
Q8N884	7FTP
Q8N884	7FTQ
Q8N884	7FTR
Q8N884	7FTS
Q8N884	7FTT
Q8N884	7FTU
Q8N884	7FTV
Q8N884	7FTW
Q8N884	7FTX
Q8N884	7FTY
Q8N884	7FTZ
Q8N884	7FU0
Q8N884	7FU1
Q8N884	7FU2
Q8N884	7FU3
Q8N884	7FU4
Q8N884	7FU5
Q8N884	7FU6
Q8N884	7FU7
Q8N884	7FU8
Q8N884	7FU9
Q8N884	7FUA
Q8N884	7FUB
Q8N884	7FUC
Q8N884	7FUD
Q8N884	7FUE
Q8N884	7FUF
Q8N884	7FUG
Q8N884	7FUH
Q8N884	7FUI
Q8N884	7FUJ
Q8N884	7FUK
Q8N884	7FUL
Q8N884	7FUM
Q8N884	7FUN
Q8N884	7FUO
Q8N884	7FUP
Q8N884	7FUQ
Q8N884	7FUR
Q8N884	8IME
Q8N884	8IMF
Q8N884	8IMG
Q8N884	8OKX
Q8N884	8OL1
Q8N884	8SHZ
Q8N884	8SI0
Q8N884	8SJ8
Q8N884	8WR8
P78371	6NR8
P78371	6NR9
P78371	6NRA
P78371	6NRB
P78371	6NRC
P78371	6NRD
P78371	6QB8
P78371	7LUM
P78371	7LUP
P78371	7NVL
P78371	7NVM
P78371	7NVN
P78371	7NVO
P78371	7TRG
P78371	7TTN
P78371	7TTT
P78371	7TUB
P78371	7WU7
P78371	7WZ3
P78371	7X0A
P78371	7X0S
P78371	7X0V
P78371	7X3J
P78371	7X3U
P78371	7X6Q
P78371	7X7Y
P78371	8HKI
P78371	8I1U
P78371	8I9U
P78371	8IB8
P78371	8SFE
P78371	8SFF
P78371	8SG8
P78371	8SG9
P78371	8SGC
P78371	8SGL
P78371	8SGQ
P78371	8SH9
P78371	8SHA
P78371	8SHD
P78371	8SHE
P78371	8SHF
P78371	8SHG
P78371	8SHL
P78371	8SHN
P78371	8SHO
P78371	8SHP
P78371	8SHQ
P78371	8SHT
P12081	1X59
P12081	2LW7
P12081	4G84
P12081	4G85
P12081	4PHC
P12081	4X5O
P12081	5W6M
P12081	6O76
O43447	1MZW
O43447	1QOI
O43447	5O9Z
O43447	6AHD
O43447	8H6K
O43447	8H6L
O43447	8QO9
O43447	8QZS
O43447	8R09
O43447	8R0B
O43447	8RM5
Q96QE5	5OL8
Q96QE5	5OL9
Q96QE5	5OLA
Q96QE5	8U8U
Q96QE5	8U8V
Q96QE5	9BDC
Q96QE5	9BDD
Q96C03	5WP9
Q96PZ7	2EHF
P46091	8JJP
P46091	8XGM
Q9UBU8	2AQL
Q9UBU8	2EFI
Q9UBU8	2F5J
Q9UBU8	2F5K
Q9UBU8	2LKM
Q9UBU8	2N1D
Q9UBU8	6AGO
Q9UBU8	6INE
Q9UBU8	7S4A
Q9UBU8	8BPA
Q9UBU8	8C60
O14764	7QN5
O14764	7QN6
O14764	7QN7
O14764	7QN8
O14764	7QN9
O14764	7QNC
O14764	7QND
P21817	6UHI
P21817	6UHS
P27487	1J2E
P27487	1N1M
P27487	1NU6
P27487	1NU8
P27487	1PFQ
P27487	1R9M
P27487	1R9N
P27487	1RWQ
P27487	1TK3
P27487	1TKR
P27487	1U8E
P27487	1W1I
P27487	1WCY
P27487	1X70
P27487	2AJL
P27487	2BGN
P27487	2BGR
P27487	2BUB
P27487	2FJP
P27487	2G5P
P27487	2G5T
P27487	2G63
P27487	2HHA
P27487	2I03
P27487	2I78
P27487	2IIT
P27487	2IIV
P27487	2JID
P27487	2OAG
P27487	2OGZ
P27487	2OLE
P27487	2ONC
P27487	2OPH
P27487	2OQI
P27487	2OQV
P27487	2P8S
P27487	2QJR
P27487	2QKY
P27487	2QOE
P27487	2QT9
P27487	2QTB
P27487	2RGU
P27487	2RIP
P27487	3BJM
P27487	3C43
P27487	3C45
P27487	3CCB
P27487	3CCC
P27487	3D4L
P27487	3EIO
P27487	3F8S
P27487	3G0B
P27487	3G0C
P27487	3G0D
P27487	3G0G
P27487	3H0C
P27487	3HAB
P27487	3HAC
P27487	3KWF
P27487	3KWJ
P27487	3NOX
P27487	3O95
P27487	3O9V
P27487	3OC0
P27487	3OPM
P27487	3Q0T
P27487	3Q8W
P27487	3QBJ
P27487	3SWW
P27487	3SX4
P27487	3VJK
P27487	3VJL
P27487	3VJM
P27487	3W2T
P27487	3WQH
P27487	4A5S
P27487	4DSA
P27487	4DSZ
P27487	4DTC
P27487	4G1F
P27487	4J3J
P27487	4JH0
P27487	4KR0
P27487	4L72
P27487	4LKO
P27487	4N8D
P27487	4N8E
P27487	4PNZ
P27487	4PV7
P27487	4QZV
P27487	5I7U
P27487	5ISM
P27487	5J3J
P27487	5KBY
P27487	5T4B
P27487	5T4E
P27487	5T4F
P27487	5T4H
P27487	5Y7H
P27487	5Y7J
P27487	5Y7K
P27487	5ZID
P27487	6B1E
P27487	6B1O
P27487	8WKU
Q6UXN8	3VPP
Q17R31	2Y1H
P22392	1NSK
P22392	1NUE
P22392	3BBB
P22392	3BBC
P22392	3BBF
P22392	7KPF
P22392	8PIE
P22392	8PYW
P05106	1JV2
P05106	1KUP
P05106	1KUZ
P05106	1L5G
P05106	1M1X
P05106	1M8O
P05106	1MIZ
P05106	1MK7
P05106	1MK9
P05106	1S4X
P05106	1TYE
P05106	1U8C
P05106	2K9J
P05106	2KNC
P05106	2KV9
P05106	2L1C
P05106	2L91
P05106	2LJD
P05106	2LJE
P05106	2LJF
P05106	2MTP
P05106	2N9Y
P05106	2Q6W
P05106	2RMZ
P05106	2RN0
P05106	2VC2
P05106	2VDK
P05106	2VDL
P05106	2VDM
P05106	2VDN
P05106	2VDO
P05106	2VDP
P05106	2VDQ
P05106	2VDR
P05106	3FCS
P05106	3FCU
P05106	3IJE
P05106	3NID
P05106	3NIF
P05106	3NIG
P05106	3T3M
P05106	3T3P
P05106	3ZDX
P05106	3ZDY
P05106	3ZDZ
P05106	3ZE0
P05106	3ZE1
P05106	3ZE2
P05106	4CAK
P05106	4G1E
P05106	4G1M
P05106	4MMX
P05106	4MMY
P05106	4MMZ
P05106	4O02
P05106	4Z7N
P05106	4Z7O
P05106	4Z7Q
P05106	5HDB
P05106	6AVQ
P05106	6AVR
P05106	6AVU
P05106	6BXB
P05106	6BXF
P05106	6BXJ
P05106	6CKB
P05106	6MK0
P05106	6MSL
P05106	6MSU
P05106	6NAJ
P05106	6V4P
P05106	7KN0
P05106	7L8P
P05106	7LA4
P05106	7TCT
P05106	7TD8
P05106	7THO
P05106	7TMZ
P05106	7TPD
P05106	7U60
P05106	7U9F
P05106	7U9V
P05106	7UBR
P05106	7UCY
P05106	7UDG
P05106	7UDH
P05106	7UE0
P05106	7UFH
P05106	7UH8
P05106	7UJE
P05106	7UJK
P05106	7UK9
P05106	7UKO
P05106	7UKP
P05106	7UKT
P05106	8GCD
P05106	8GCE
P05106	8IJ5
P05106	8T2U
P05106	8T2V
P05106	9DEQ
P05106	9DER
Q96RT8	6L81
Q96RT8	6V69
Q96RT8	6V6S
Q96RT8	7AS4
Q96RT8	7QJ0
Q96RT8	7QJ1
Q96RT8	7QJ2
Q96RT8	7QJ3
Q96RT8	7QJ4
Q96RT8	7QJ5
Q96RT8	7QJ6
Q96RT8	7QJ7
Q96RT8	7QJ8
Q96RT8	7QJ9
Q96RT8	7QJA
Q96RT8	7QJB
Q96RT8	7QJC
Q96RT8	7QJD
Q96RT8	7QJE
Q96RT8	8Q62
Q96RT8	8RX1
Q96RT8	8VRD
Q96RT8	8VRJ
Q96RT8	8VRK
Q8IVH8	5J5T
Q16602	3AQF
Q16602	3N7P
Q16602	3N7R
Q16602	3N7S
Q16602	4RWF
Q16602	4RWG
Q16602	5V6Y
Q16602	6D1U
Q16602	6E3Y
Q16602	6UMG
Q16602	6UUN
Q16602	6UUS
Q16602	6UVA
Q16602	6V2E
Q16602	6ZHO
Q16602	6ZIS
Q16602	7KNT
Q16602	7KNU
Q16602	7P0F
Q16602	7P0I
Q16602	8AX5
Q16602	8AX6
Q16602	8AX7
Q7KZI7	3IEC
Q7KZI7	5EAK
Q7KZI7	5KZ7
Q7KZI7	5KZ8
Q7KZI7	8TXY
Q13409	5JPW
Q13409	6F1T
Q13409	6F1U
Q13409	6F1Z
Q13409	6F38
Q13409	6F3A
Q13409	7Z8F
Q13409	7Z8I
Q13409	7Z8J
Q13409	7Z8K
Q13409	8PQW
Q13409	8PQZ
Q13409	8PR0
Q13409	8PR1
Q13409	8PR2
Q13409	8PR3
Q13409	8PTK
Q92973	1QBK
Q92973	2H4M
Q92973	2OT8
Q92973	2QMR
Q92973	2Z5J
Q92973	2Z5K
Q92973	2Z5M
Q92973	2Z5N
Q92973	2Z5O
Q92973	4FDD
Q92973	4FQ3
Q92973	4JLQ
Q92973	4OO6
Q92973	5J3V
Q92973	5TQC
Q92973	5YVG
Q92973	5YVH
Q92973	5YVI
Q92973	7CYL
Q92973	7VPW
Q92973	8SGH
Q9BXP5	5OO6
Q9BXP5	6F7J
Q9BXP5	6F7P
Q9BXP5	6F7S
Q9BXP5	6F8D
Q9BXP5	8PMP
O15269	6M4N
O15269	6M4O
O15269	7CQI
O15269	7CQK
O15269	7K0I
O15269	7K0J
O15269	7K0K
O15269	7K0L
O15269	7K0M
O15269	7K0N
O15269	7K0O
O15269	7K0P
O15269	7K0Q
O15269	7YIU
O15269	7YIY
O15269	7YJ1
O15269	7YJ2
Q8WV28	6YLU
Q6NTF7	5W45
Q6NTF7	6B0B
Q6NTF7	6BBO
Q6NTF7	8FVI
Q9H3Z4	2N04
Q9H3Z4	2N05
Q96BT3	7QOO
Q96BT3	7R5S
Q96BT3	7XHN
Q96BT3	7XHO
Q96BT3	7YWX
O00746	1EHW
P63279	1A3S
P63279	1KPS
P63279	1Z5S
P63279	2GRN
P63279	2GRO
P63279	2GRP
P63279	2GRQ
P63279	2GRR
P63279	2O25
P63279	2PE6
P63279	2PX9
P63279	2XWU
P63279	3A4S
P63279	3UIN
P63279	3UIO
P63279	3UIP
P63279	4W5V
P63279	4Y1L
P63279	5D2M
P63279	5F6D
P63279	5F6E
P63279	5F6U
P63279	5F6V
P63279	5F6W
P63279	5F6X
P63279	5F6Y
P63279	5FQ2
P63279	6SYF
P63279	8ODR
P63279	9B62
Q01201	8G8R
Q07699	6AGF
Q07699	6J8G
Q07699	6J8H
Q07699	6J8I
Q07699	6J8J
Q07699	7W77
Q07699	7W7F
Q07699	7W9K
Q07699	7W9L
Q07699	7W9M
Q07699	7W9P
Q07699	7W9T
Q07699	7XM9
Q07699	7XMF
Q07699	7XMG
Q07699	7XVE
Q07699	7XVF
Q07699	8FHD
Q07699	8G1A
Q07699	8GZ1
Q07699	8GZ2
Q07699	8I5B
Q07699	8I5G
Q07699	8I5X
Q07699	8I5Y
Q07699	8J4F
Q07699	8S9B
Q07699	8S9C
Q07699	8THG
Q07699	8THH
Q07699	8XMM
Q07699	8XMN
Q07699	8XMO
P43490	2E5B
P43490	2E5C
P43490	2E5D
P43490	2GVG
P43490	2GVJ
P43490	3DGR
P43490	3DHD
P43490	3DHF
P43490	3DKJ
P43490	3DKL
P43490	4JNM
P43490	4JR5
P43490	4KFN
P43490	4KFO
P43490	4KFP
P43490	4L4L
P43490	4L4M
P43490	4LTS
P43490	4LV9
P43490	4LVA
P43490	4LVB
P43490	4LVD
P43490	4LVF
P43490	4LVG
P43490	4LWW
P43490	4M6P
P43490	4M6Q
P43490	4N9B
P43490	4N9C
P43490	4N9D
P43490	4N9E
P43490	4O0Z
P43490	4O10
P43490	4O12
P43490	4O13
P43490	4O14
P43490	4O15
P43490	4O16
P43490	4O17
P43490	4O18
P43490	4O19
P43490	4O1A
P43490	4O1B
P43490	4O1C
P43490	4O1D
P43490	4O28
P43490	4WQ6
P43490	5KIT
P43490	5LX3
P43490	5LX5
P43490	5NSD
P43490	5U2M
P43490	5U2N
P43490	5UPE
P43490	5UPF
P43490	5WI0
P43490	5WI1
P43490	6ATB
P43490	6AZJ
P43490	6B75
P43490	6B76
P43490	6E68
P43490	6PEB
P43490	6TA0
P43490	6TA2
P43490	6TAC
P43490	7ENQ
P43490	7PPE
P43490	7PPF
P43490	7PPG
P43490	7PPH
P43490	7PPI
P43490	8DSC
P43490	8DSD
P43490	8DSE
P43490	8DSH
P43490	8DSI
P43490	8DSM
P43490	8DTJ
P43490	8F7L
P43490	8IVU
P43490	8TM7
Q15438	1BC9
Q15438	4A4P
Q4FZB7	3S8P
Q4FZB7	5CPR
Q4FZB7	5WBV
Q4FZB7	7YRD
Q4FZB7	7YRG
Q4FZB7	8JHF
Q4FZB7	8JHG
Q4FZB7	8T9F
Q4FZB7	8T9H
P33981	2X9E
P33981	2ZMC
P33981	2ZMD
P33981	3CEK
P33981	3DBQ
P33981	3GFW
P33981	3H9F
P33981	3HMN
P33981	3HMO
P33981	3HMP
P33981	3VQU
P33981	3W1F
P33981	3WYX
P33981	3WYY
P33981	3WZJ
P33981	3WZK
P33981	4B94
P33981	4BHZ
P33981	4BI0
P33981	4BI1
P33981	4BI2
P33981	4C4E
P33981	4C4F
P33981	4C4G
P33981	4C4H
P33981	4C4I
P33981	4C4J
